"{'StartPoseId': '3204', 'AnimId': '29', 'AnimType': 'Clip', 'Age': '0.5078735', 'DecayAge': '0.2790436', 'Weight': '0.009448011', 'BlendStatus': 'Decaying', 'Speed': '1', 'Primary clip': 'PlantNTurn180_Run_R_2'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0266919', 'DecayAge': '0', 'Weight': '0.1393039', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.2790436', 'DecayAge': '0.0266919', 'Weight': '0.8656195', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0339294', 'DecayAge': '0', 'Weight': '0.1767209', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.286281', 'DecayAge': '0.0339294', 'Weight': '0.8340484', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0409002', 'DecayAge': '0', 'Weight': '0.2125198', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.2932518', 'DecayAge': '0.0409002', 'Weight': '0.7977899', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0469222', 'DecayAge': '0', 'Weight': '0.2432199', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.2992738', 'DecayAge': '0.0469222', 'Weight': '0.7630993', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0528819', 'DecayAge': '0', 'Weight': '0.2733645', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3052335', 'DecayAge': '0.0528819', 'Weight': '0.7333497', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0587116', 'DecayAge': '0', 'Weight': '0.3025942', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3110632', 'DecayAge': '0.0587116', 'Weight': '0.7041385', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0764669', 'DecayAge': '0', 'Weight': '0.3897681', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3288185', 'DecayAge': '0.0764669', 'Weight': '0.6758137', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0834689', 'DecayAge': '0', 'Weight': '0.4232615', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3358205', 'DecayAge': '0.0834689', 'Weight': '0.5913387', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0912166', 'DecayAge': '0', 'Weight': '0.4596571', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3435682', 'DecayAge': '0.0912166', 'Weight': '0.5588824', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.0984459', 'DecayAge': '0', 'Weight': '0.4929364', 'BlendStatus': 'Chosen', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3507975', 'DecayAge': '0.0984459', 'Weight': '0.5236136', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.106413', 'DecayAge': '0', 'Weight': '0.5287924', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3587646', 'DecayAge': '0.106413', 'Weight': '0.4913646', 'BlendStatus': 'Decaying', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.1143291', 'DecayAge': '0', 'Weight': '0.5635077', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3666807', 'DecayAge': '0.1143291', 'Weight': '0.4566187', 'BlendStatus': 'Decaying', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.1239622', 'DecayAge': '0', 'Weight': '0.6044415', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.3763138', 'DecayAge': '0.1239622', 'Weight': '0.4229782', 'BlendStatus': 'Decaying', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.1339744', 'DecayAge': '0', 'Weight': '0.6453553', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.386326', 'DecayAge': '0.1339744', 'Weight': '0.3833118', 'BlendStatus': 'Decaying', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
"{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '3703', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.1416793', 'DecayAge': '0', 'Weight': '0.675639', 'BlendStatus': 'Dominant', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '3698', 'AnimId': '35', 'AnimType': 'Clip', 'Age': '0.394031', 'DecayAge': '0.1416793', 'Weight': '0.3436647', 'BlendStatus': 'Decaying', 'Speed': '1', 'Primary clip': 'WalkForward_NtrlFaceFwd'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}","{'StartPoseId': '0', 'AnimId': '0', 'AnimType': 'Composite', 'Age': '0', 'DecayAge': '0', 'Weight': '0', 'BlendStatus': 'None', 'Speed': '0', 'Primary clip': 'RunArcLeft_Narrow'}"
